Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
LANSON-BCC;FR0004027068;ALLAN;"Euronext Growth Paris";EUR;45.20;45.20;45.10;45.10;"26/08/2024 09:49";CET;21;947.20;45.10;26/08/2024
LANXESS;DE0005470405;1LXS;"Euronext Global Equity Market";EUR;22.27;22.27;22.27;22.27;"'05/08/2024 09:34";CET;450;10021.50;25.49;26/08/2024
LANXESS;DE0005470405;2LXS;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
LANXESS;DE0005470405;4LXS;EuroTLX;EUR;22.85;22.85;22.85;22.85;"'05/03/2024 17:25";CET;1500;34275.00;25.50;26/08/2024
LARGO;FR0013308582;ALLGO;"Euronext Growth Paris";EUR;2.00;2.02;1.97;2.02;"26/08/2024 16:21";CET;632;1261.06;2.02;26/08/2024
LATECOERE;FR001400JY13;LAT;"Euronext Paris";EUR;'0.009;'0.009;'0.008;'0.0084;"26/08/2024 17:35";CET;1746656;14943.36;'0.0084;26/08/2024
LAURENT-PERRIER;FR0006864484;LPE;"Euronext Paris";EUR;116.00;116.50;115.50;116.50;"26/08/2024 17:35";CET;193;22389.00;116.50;26/08/2024
"LAVIDE HOLDING";NL0010545679;LVIDE;"Euronext Amsterdam";EUR;'0.244;'0.244;'0.244;'0.244;"26/08/2024 12:30";CET;975;237.90;'0.244;26/08/2024
LDC;FR0013204336;LOUP;"Euronext Paris";EUR;141.50;142.50;139.50;141.00;"26/08/2024 17:35";CET;946;'133411.00;141.00;26/08/2024
"LEA BANK";NO0010167331;LEA;"Euronext Growth Oslo";NOK;7.75;7.75;7.75;7.75;"26/08/2024 10:07";CET;2900;22475.00;7.75;26/08/2024
LEBON;FR0000121295;ALBON;"Euronext Growth Paris";EUR;97.00;97.20;97.00;97.20;"26/08/2024 15:48";CET;33;3207.40;97.20;26/08/2024
LECTRA;FR0000065484;LSS;"Euronext Paris";EUR;27.50;27.65;27.50;27.50;"26/08/2024 17:35";CET;2313;63661.00;27.50;26/08/2024
"LEG IMMOBILIEN";DE000LEG1110;2LEG;"Trading After Hours";EUR;77.18;77.92;77.18;77.92;"25/06/2024 18:00";CET;150;11628.80;81.36;31/07/2024
"LEG IMMOBILIEN";DE000LEG1110;1LEG;"Euronext Global Equity Market";EUR;83.86;84.04;83.38;84.04;"'05/08/2024 09:39";CET;303;25373.40;87.60;26/08/2024
"LEG IMMOBILIEN";DE000LEG1110;4LEG;EuroTLX;EUR;-;-;-;60.80;"'07/09/2023 00:00";CET;'0;-;87.50;26/08/2024
LEGRAND;FR0010307819;2LR;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
LEGRAND;FR0010307819;LR;"Euronext Paris";EUR;99.06;99.86;99.00;99.64;"26/08/2024 17:35";CET;174184;'17346893.72;99.64;26/08/2024
"LEMON SISTEMI";IT0005573438;LS;"Euronext Growth Milan";EUR;2.12;2.12;2.09;2.09;"26/08/2024 17:35";CET;4000;8440.00;2.09;26/08/2024
LEONARDO;IT0003856405;LDO;"Euronext Milan";EUR;22.14;22.26;22.03;22.12;"26/08/2024 17:35";CET;790271;'17473758.43;22.12;26/08/2024
LEONARDO;IT0003856405;2LDO;"Trading After Hours";EUR;22.25;22.25;22.04;22.15;"31/07/2024 20:29";CET;8874;'196332.63;22.12;31/07/2024
"LEONE FILM GROUP";IT0004973696;LFG;"Euronext Growth Milan";EUR;1.68;1.68;1.68;1.68;"23/08/2024 14:15";CET;900;1512.00;1.68;26/08/2024
LEPERMISLIBRE;FR001400F2Z1;ALLPL;"Euronext Growth Paris";EUR;'0.54;'0.54;'0.54;'0.54;"26/08/2024 09:00";CET;21;11.34;'0.54;26/08/2024
"LERØY SEAFOOD GP";NO0003096208;LSG;"Oslo Børs";NOK;50.00;51.50;49.98;51.25;"26/08/2024 16:25";CET;836282;'42425197.05;51.25;26/08/2024
"LES HOTELS BAVEREZ";FR0007080254;ALLHB;"Euronext Growth Paris";EUR;71.00;71.00;71.00;71.00;"26/08/2024 16:30";CET;132;9372.00;71.00;26/08/2024
"LEVI STRAUSS & CO";US52736R1023;1LEVI;"Euronext Global Equity Market";EUR;16.325;16.325;16.325;16.325;"13/08/2024 17:02";CET;92;1501.90;17.565;26/08/2024
"LEVI STRAUSS & CO";US52736R1023;4LEVI;EuroTLX;EUR;17.40;17.40;17.40;17.40;"'09/07/2024 15:27";CET;120;2088.00;17.23;26/08/2024
"LEVI STRAUSS&CO";US52736R1023;2LEVI;"Trading After Hours";EUR;21.78;21.78;21.78;21.78;"29/05/2024 18:38";CET;100;2178.00;16.00;31/07/2024
"LEXIBOOK LINGUIST.";FR0000033599;ALLEX;"Euronext Growth Paris";EUR;3.90;3.92;3.90;3.90;"26/08/2024 17:26";CET;3854;15031.18;3.90;26/08/2024
LHYFE;FR0014009YQ1;LHYFE;"Euronext Paris";EUR;3.865;3.905;3.865;3.865;"26/08/2024 17:25";CET;1724;6690.13;3.865;26/08/2024
LIFECARE;NO0010591191;LIFE;"Euronext Growth Oslo";NOK;1.66;1.77;1.60;1.69;"26/08/2024 16:26";CET;650578;'1092971.71;1.69;26/08/2024
"LIFECARE TR";NO0013250589;LIFES;"Euronext Growth Oslo";NOK;'0.519;'0.59;'0.50;'0.50;"26/08/2024 16:25";CET;660438;'352507.53;'0.50;26/08/2024
"LIGHTHOUSE SPANIS";ES0105825006;-;"Euronext Expert Market";EUR;-;-;-;-;-;CET;-;-;-;-
LINDBERGH;IT0005469272;LDB;"Euronext Growth Milan";EUR;3.82;3.82;3.82;3.82;"26/08/2024 14:56";CET;1000;3820.00;3.82;26/08/2024
"LINEDATA SERVICES";FR0004156297;LIN;"Euronext Paris";EUR;70.00;71.20;70.00;71.20;"26/08/2024 16:49";CET;3610;'255887.80;71.20;26/08/2024
"LINK MOBILITY GRP";NO0010894231;LINK;"Oslo Børs";NOK;21.25;21.50;21.10;21.15;"26/08/2024 16:25";CET;211409;'4501624.60;21.15;26/08/2024
LISGRAFICA;PTLIG0AE0002;LIG;"Euronext Lisbon";EUR;'0.006;'0.006;'0.006;'0.006;"22/08/2024 20:30";BST;29567;177.40;'0.006;26/08/2024
LISI;FR0000050353;FII;"Euronext Paris";EUR;28.05;28.10;27.75;27.85;"26/08/2024 17:35";CET;8250;'230295.90;27.85;26/08/2024
"LITHO FORMAS";PTLIT0AE0005;LIT;"Euronext Access Lisbon";EUR;2.44;2.44;2.44;2.44;"'04/09/2023 15:30";BST;10;24.40;2.44;26/08/2024
LITIX;IT0005600801;LTX;"Euronext Growth Milan";EUR;1.195;1.195;1.12;1.125;"26/08/2024 17:35";CET;19000;21900.00;1.125;26/08/2024
"LLAMA GROUP";BE0974334667;ALLAM;"Euronext Growth Paris, Brussels";EUR;1.654;1.874;1.61;1.81;"26/08/2024 17:35";CET;429087;'762881.28;1.81;26/08/2024
LLEIDA;ES0105089009;ALLLN;"Euronext Growth Paris";EUR;1.08;1.08;1.08;1.08;"26/08/2024 09:00";CET;1;1.08;1.08;26/08/2024
"LNA SANTE";FR0004170017;LNA;"Euronext Paris";EUR;26.95;27.30;26.70;27.30;"26/08/2024 17:35";CET;4943;'133430.85;27.30;26/08/2024
"LOCASYSTEM INTL";FR0004155208;MLLOI;"Euronext Access Paris";EUR;13.50;13.50;13.50;13.50;"23/08/2024 11:30";CET;1;13.50;13.50;26/08/2024
"LOCKHEED MARTIN";US5398301094;2LMT;"Trading After Hours";EUR;433.85;433.85;433.85;433.85;"21/05/2024 18:43";CET;11;4772.35;500.00;31/07/2024
"LOCKHEED MARTIN";US5398301094;1LMT;"Euronext Global Equity Market";EUR;513.60;513.60;513.60;513.60;"26/08/2024 09:00";CET;1;513.60;499.55;26/08/2024
"LOCKHEED MARTIN";US5398301094;4LMT;EuroTLX;EUR;496.25;496.25;496.25;496.25;"22/08/2024 11:40";CET;8;3970.00;499.30;26/08/2024
"LOGIC INSTRUMENT";FR0000044943;ALLOG;"Euronext Growth Paris";EUR;1.03;1.03;1.03;1.03;"26/08/2024 11:18";CET;51;52.53;1.03;26/08/2024
"LOKOTECH GROUP";NO0010921299;LOKO;"Euronext Growth Oslo";NOK;'0.73;'0.776;'0.71;'0.73;"26/08/2024 15:51";CET;605673;'441496.21;'0.73;26/08/2024
"LOMBARD ET MEDOT";FR0006205019;MLCAC;"Euronext Access Paris";EUR;11.20;11.20;11.20;11.20;"22/07/2024 16:30";CET;50;560.00;11.20;26/08/2024
LONGINO&CARDENAL;IT0005337073;LON;"Euronext Growth Milan";EUR;2.46;2.46;2.46;2.46;"16/08/2024 16:04";CET;1500;3690.00;2.46;26/08/2024
"LOTTOMATICA GROUP";IT0005541336;LTMC;"Euronext Milan";EUR;11.64;11.68;11.49;11.58;"26/08/2024 17:35";CET;76303;'884231.32;11.58;26/08/2024
"LOTUS BAKERIES";BE0003604155;LOTB;"Euronext Brussels";EUR;10960.00;10960.00;10800.00;10820.00;"26/08/2024 17:35";CET;349;'3793740.00;10820.00;26/08/2024
"LOWES COMPANIES";US5486611073;2LOW;"Trading After Hours";EUR;220.70;220.70;220.70;220.70;"22/07/2024 19:37";CET;5;1103.50;226.45;31/07/2024
"LOWES COMPANIES";US5486611073;1LOW;"Euronext Global Equity Market";EUR;207.35;207.35;207.35;207.35;"13/08/2024 13:02";CET;17;3524.95;224.15;26/08/2024
"LOWES COMPANIES";US5486611073;4LOW;EuroTLX;EUR;225.80;225.80;225.80;225.80;"'04/04/2024 11:29";CET;2;451.60;224.25;26/08/2024
"LPKF LASER & ELECT";DE0006450000;1LPK;"Euronext Global Equity Market";EUR;8.51;8.51;8.26;8.26;"22/08/2024 14:35";CET;3061;25754.44;8.27;26/08/2024
"LPKF LASER & ELECT";DE0006450000;4LPK;EuroTLX;EUR;9.925;9.925;9.925;9.925;"26/01/2024 16:19";CET;30;297.75;8.25;26/08/2024
"LPKF LASER&ELECT";DE0006450000;2LPK;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
LUCASBOLS;NL0010998878;BOLS;"Euronext Amsterdam";EUR;18.00;18.00;18.00;18.00;"26/08/2024 16:58";CET;1355;24390.00;18.00;26/08/2024
LUCIBEL;FR0011884378;ALUCI;"Euronext Growth Paris";EUR;'0.2405;'0.2405;'0.2205;'0.233;"26/08/2024 16:32";CET;7230;1624.12;'0.233;26/08/2024
"LUCISANO MEDIA G";IT0004522162;LMG;"Euronext Growth Milan";EUR;1.04;1.04;1.01;1.02;"26/08/2024 16:08";CET;13200;13500.00;1.02;26/08/2024
"LUMEN TECHNOLOGIES";US5502411037;4CYTH;EuroTLX;EUR;5.62;5.62;5.62;5.62;"26/08/2024 09:13";CET;500;2810.00;5.449;26/08/2024
"LUMEN TECHNOLOGIES";US5502411037;2CYTH;"Trading After Hours";EUR;1.4768;1.4768;1.4768;1.4768;"25/07/2024 19:36";CET;2;2.95;2.287;31/07/2024
"LUMEN TECHNOLOGIES";US5502411037;1CYTH;"Euronext Global Equity Market";EUR;5.66;5.68;5.307;5.316;"26/08/2024 16:57";CET;6979;38446.33;5.415;26/08/2024
"LUMENTUM HOLDINGS";US55024U1097;1LITE;"Euronext Global Equity Market";EUR;37.48;37.48;37.48;37.48;"'05/08/2024 15:27";CET;100;3748.00;50.52;26/08/2024
"LUMENTUM HOLDINGS";US55024U1097;4LITE;EuroTLX;EUR;43.82;43.82;43.82;43.82;"'05/04/2024 15:30";CET;350;15337.00;50.46;26/08/2024
"LUMENTUM HOLDINGS";US55024U1097;2LITE;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"LUMI GRUPPEN";NO0010927288;LUMI;"Euronext Growth Oslo";NOK;11.00;11.00;11.00;11.00;"19/08/2024 12:27";CET;205;2255.00;11.00;26/08/2024
LUMIBIRD;FR0000038242;LBIRD;"Euronext Paris";EUR;10.10;10.75;10.10;10.70;"26/08/2024 17:35";CET;4031;42211.70;10.70;26/08/2024
LUVE;IT0005107492;LUVE;"Euronext Milan";EUR;26.65;26.65;26.25;26.30;"26/08/2024 17:35";CET;37493;'986346.25;26.30;26/08/2024
LVMH;FR0000121014;2MC;"Trading After Hours";EUR;672.00;672.00;672.00;672.00;"26/07/2024 18:00";CET;2;1344.00;651.70;31/07/2024
LVMH;FR0000121014;MC;"Euronext Paris";EUR;681.50;686.00;680.90;682.00;"26/08/2024 17:36";CET;156975;'108676685.55;682.00;26/08/2024
LVMH;FR0000121014;1MC;"Euronext Global Equity Market";EUR;681.30;685.50;681.00;681.30;"26/08/2024 17:29";CET;516;'352836.60;681.70;26/08/2024
LVMH;FR0000121014;4MC;EuroTLX;EUR;678.30;678.30;678.30;678.30;"23/08/2024 15:17";CET;1;678.30;681.90;26/08/2024
LYFT;US55087P1049;1LYFT;"Euronext Global Equity Market";EUR;10.284;10.284;10.284;10.284;"23/08/2024 15:32";CET;300;3085.20;10.52;26/08/2024
LYFT;US55087P1049;2LYFT;"Trading After Hours";EUR;9.88;9.88;9.88;9.88;"13/07/2023 18:49";CET;200;1976.00;11.218;31/07/2024
LYFT;US55087P1049;4LYFT;EuroTLX;EUR;9.489;9.489;9.489;9.489;"'05/08/2024 10:00";CET;850;8065.65;10.534;26/08/2024
"LYTIX BIOPHARMA";NO0010405780;LYTIX;"Euronext Growth Oslo";NOK;11.50;11.50;10.80;11.00;"26/08/2024 16:25";CET;77061;'848478.65;11.00;26/08/2024
"M VEST WATER";NO0010976343;MVW;"Euronext Growth Oslo";NOK;11.00;11.50;10.50;11.40;"26/08/2024 15:36";CET;20497;'219583.80;11.40;26/08/2024
M.R.M;FR00140085W6;MRM;"Euronext Paris";EUR;15.50;16.00;15.50;16.00;"26/08/2024 16:30";CET;501;7914.50;16.00;26/08/2024
M2I;FR0013270626;ALMII;"Euronext Growth Paris";EUR;5.25;5.50;5.10;5.10;"26/08/2024 16:47";CET;12020;64464.25;5.10;26/08/2024
"MAAT PHARMA";FR0012634822;MAAT;"Euronext Paris";EUR;7.20;7.40;7.04;7.40;"26/08/2024 16:21";CET;991;7140.56;7.40;26/08/2024
"MACC1X1 SOCIMI";ES0105665006;MLMAC;"Euronext Access Lisbon";EUR;1.18;1.18;1.18;1.18;"22/06/2022 04:00";BST;-;-;1.18;26/08/2024
MACOMPTA.FR;FR001400NQB6;MLMCA;"Euronext Access Paris";EUR;6.00;6.00;6.00;6.00;"26/08/2024 16:30";CET;704;4224.00;6.00;26/08/2024
MACYS;US55616P1049;4FDO;EuroTLX;EUR;17.628;17.628;17.628;17.628;"12/07/2024 17:28";CET;3;52.88;14.156;26/08/2024
MACYS;US55616P1049;1FDO;"Euronext Global Equity Market";EUR;15.28;15.28;15.28;15.28;"18/07/2024 15:58";CET;81;1237.68;14.154;26/08/2024
MACYS;US55616P1049;2FDO;"Trading After Hours";EUR;19.61;19.61;19.61;19.61;"11/03/2024 18:57";CET;16;313.76;16.092;31/07/2024
MADE;FR0010328302;MLMAD;"Euronext Access Paris";EUR;7.60;7.60;7.60;7.60;"26/08/2024 11:30";CET;6;45.60;7.60;26/08/2024
MAGILLEM;FR0010827741;MLMGL;"Euronext Access Paris";EUR;3.26;3.26;3.26;3.26;"23/08/2024 16:31";CET;253;824.78;3.26;26/08/2024
MAGIS;IT0005525347;MGS;"Euronext Growth Milan";EUR;12.60;12.60;12.60;12.60;"26/08/2024 15:28";CET;290;3654.00;12.60;26/08/2024
MAGNORA;NO0010187032;MGN;"Oslo Børs";NOK;24.00;25.40;23.90;25.05;"26/08/2024 16:27";CET;370455;'9165953.75;25.05;26/08/2024
MAIRE;IT0004931058;MAIRE;"Euronext Milan";EUR;7.40;7.40;7.22;7.23;"26/08/2024 17:35";CET;190058;'1384632.81;7.23;26/08/2024
"MAIS.ANTOINE BAUD";FR0000061657;MLMAB;"Euronext Access Paris";EUR;192.00;192.00;192.00;192.00;"18/06/2024 11:30";CET;1;192.00;192.00;26/08/2024
"MAISON CLIO BLUE";FR0011092089;MLCLI;"Euronext Access Paris";EUR;1.98;1.98;1.98;1.98;"23/07/2024 11:30";CET;3;5.94;1.98;26/08/2024
"MAISONS DU MONDE";FR0013153541;MDM;"Euronext Paris";EUR;3.695;3.745;3.685;3.70;"26/08/2024 17:35";CET;13349;49514.19;3.70;26/08/2024
"MAKING SCIENCE";ES0105463006;ALMKS;"Euronext Growth Paris";EUR;8.20;8.20;8.20;8.20;"26/08/2024 11:30";CET;1;8.20;8.20;26/08/2024
"MALIN CORP. PLC";IE00BVGC3741;MLC;"Euronext Growth Dublin";EUR;5.95;6.50;5.90;6.50;"26/08/2024 21:05";IST;644;3877.20;6.50;26/08/2024
"MALTERIES FCO-BEL.";FR0000030074;MALT;"Euronext Paris";EUR;650.00;650.00;650.00;650.00;"26/08/2024 11:30";CET;5;3250.00;650.00;26/08/2024
"MANITOU BF";FR0000038606;MTU;"Euronext Paris";EUR;19.24;19.24;18.98;19.00;"26/08/2024 17:35";CET;9491;'181414.86;19.00;26/08/2024
MANZ;DE000A0JQ5U3;2M;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
MANZ;DE000A0JQ5U3;1M;"Euronext Global Equity Market";EUR;7.74;7.74;7.74;7.74;"'09/05/2024 11:32";CET;400;3096.00;5.26;26/08/2024
MANZ;DE000A0JQ5U3;4M;EuroTLX;EUR;5.50;5.50;5.50;5.50;"'02/08/2024 17:29";CET;1820;10010.00;5.24;26/08/2024
MAPFRE;ES0124244E34;2MAP;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
MAPFRE;ES0124244E34;1MAP;"Euronext Global Equity Market";EUR;2.266;2.266;2.262;2.262;"30/07/2024 16:27";CET;724;1640.09;2.242;26/08/2024
MAPFRE;ES0124244E34;4MAP;EuroTLX;EUR;2.242;2.242;2.242;2.242;"20/08/2024 12:53";CET;250;560.50;2.24;26/08/2024
MAPS;IT0005364333;MAPS;"Euronext Growth Milan";EUR;2.43;2.45;2.43;2.45;"23/08/2024 16:12";CET;900;2197.00;2.45;26/08/2024
"MAQ ADMON. URBANAS";ES0105447009;MLMAQ;"Euronext Access Paris";EUR;8.30;8.30;8.30;8.30;"27/01/2020 11:30";CET;1;8.30;8.30;26/08/2024
"MARATHON OIL";US5658491064;1USS;"Euronext Global Equity Market";EUR;25.72;25.72;25.72;25.72;"'01/08/2024 16:03";CET;7;180.04;25.565;26/08/2024
"MARATHON OIL";US5658491064;4USS;EuroTLX;EUR;26.02;26.02;26.02;26.02;"30/05/2024 10:53";CET;20;520.40;25.535;26/08/2024
"MARATHON OIL";US5658491064;2USS;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"MARATHON PETROLEUM";US56585A1025;4MPC;EuroTLX;EUR;171.96;171.96;171.96;171.96;"'08/05/2024 16:44";CET;3;515.88;155.40;26/08/2024
"MARATHON PETROLEUM";US56585A1025;2MPC;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"MARATHON PETROLEUM";US56585A1025;1MPC;"Euronext Global Equity Market";EUR;149.00;154.50;149.00;154.50;"'06/08/2024 12:56";CET;103;15490.00;155.44;26/08/2024
"MARE ENGINEERING";IT0005588626;MARE;"Euronext Growth Milan";EUR;4.425;4.46;4.375;4.46;"26/08/2024 17:35";CET;3374;14914.00;4.46;26/08/2024
"MARE NOSTRUM";FR0013400835;ALMAR;"Euronext Growth Paris";EUR;'0.435;'0.435;'0.435;'0.435;"26/08/2024 09:00";CET;1;'0.44;'0.435;26/08/2024
MAREL;IS0000000388;MAREL;"Euronext Amsterdam";EUR;3.24;3.24;3.20;3.23;"26/08/2024 17:35";CET;763113;'2453362.34;3.23;26/08/2024
"MAROC TELECOM";MA0000011488;IAM;"Euronext Paris";EUR;8.50;8.50;8.50;8.50;"26/08/2024 09:00";CET;1;8.50;8.50;26/08/2024
MARR;IT0003428445;MARR;"Euronext Milan";EUR;11.44;11.44;11.24;11.34;"26/08/2024 17:35";CET;84352;'956460.46;11.34;26/08/2024
"MARRIOTT INTERN";US5719032022;1MAR;"Euronext Global Equity Market";EUR;225.30;225.30;225.30;225.30;"11/07/2024 09:00";CET;2;450.60;202.60;26/08/2024
"MARRIOTT INTERN";US5719032022;4MAR;EuroTLX;EUR;198.20;198.20;198.20;198.20;"12/08/2024 16:55";CET;25;4955.00;202.40;26/08/2024
"MARRIOTT INTERN";US5719032022;2MAR;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
MARTIFER;PTMFR0AM0003;MAR;"Euronext Lisbon";EUR;1.665;1.665;1.635;1.66;"26/08/2024 21:18";BST;5240;8639.86;1.66;26/08/2024
"MARVELL TECHNOLOGY";US5738741041;49MW;EuroTLX;EUR;57.99;57.99;57.99;57.99;"14/08/2024 11:13";CET;15;869.85;62.56;26/08/2024
"MARVELL TECHNOLOGY";US5738741041;29MW;"Trading After Hours";EUR;68.03;68.03;68.03;68.03;"15/07/2024 18:00";CET;5;340.15;60.72;31/07/2024
"MARVELL TECHNOLOGY";US5738741041;19MW;"Euronext Global Equity Market";EUR;65.15;65.15;64.24;64.24;"26/08/2024 13:42";CET;350;22531.06;62.56;26/08/2024
"MARZOCCHI POMPE";IT0004376858;MARP;"Euronext Growth Milan";EUR;3.90;3.92;3.86;3.86;"26/08/2024 17:35";CET;6750;26140.00;3.86;26/08/2024
"MASI AGRICOLA";IT0004125677;MASI;"Euronext Growth Milan";EUR;4.53;4.53;4.51;4.51;"26/08/2024 13:48";CET;90;406.30;4.51;26/08/2024
MASTERCARD;US57636Q1040;1MA;"Euronext Global Equity Market";EUR;432.25;432.25;416.70;420.10;"26/08/2024 11:23";CET;240;'103167.05;420.25;26/08/2024
MASTERCARD;US57636Q1040;2MA;"Trading After Hours";EUR;395.30;395.30;395.30;395.30;"24/07/2024 18:13";CET;3;1185.90;425.95;31/07/2024
MASTERCARD;US57636Q1040;4MA;EuroTLX;EUR;420.55;420.55;420.55;420.55;"26/08/2024 17:26";CET;22;9252.10;420.55;26/08/2024
MASTRAD;FR0004155687;ALMAS;"Euronext Growth Paris";EUR;'0.0088;'0.0098;'0.0086;'0.0098;"26/08/2024 17:35";CET;251255;2221.46;'0.0098;26/08/2024
"MASTRAD BS29";FR0013472446;MASBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;-;-
"MATICA FINTEC";IT0005388449;MFT;"Euronext Growth Milan";EUR;1.795;1.87;1.795;1.81;"26/08/2024 15:54";CET;55800;'100926.00;1.81;26/08/2024
MATTEL;US5770811025;2MAT;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
MATTEL;US5770811025;4MAT;EuroTLX;EUR;14.905;14.905;14.905;14.905;"22/07/2024 17:27";CET;1000;14905.00;17.495;26/08/2024
MATTEL;US5770811025;1MAT;"Euronext Global Equity Market";EUR;17.50;17.77;17.50;17.77;"'01/08/2024 15:31";CET;1362;23902.50;17.50;26/08/2024
MATVAREEXPRESSEN;NO0013008664;MVE;"Euronext Growth Oslo";NOK;70.00;70.00;70.00;70.00;"26/08/2024 09:21";CET;88;6160.00;70.00;26/08/2024
"MAUNA KEA TECH";FR0010609263;ALMKT;"Euronext Growth Paris";EUR;'0.3565;'0.384;'0.3565;'0.3765;"26/08/2024 17:35";CET;145711;54399.32;'0.3765;26/08/2024
MAURAGE;BE0011844108;-;"Euronext Expert Market";EUR;350.00;350.00;350.00;350.00;"10/07/2018 11:30";CET;63;22050.00;350.00;26/08/2024
"MAUREL ET PROM";FR0000051070;MAU;"Euronext Paris";EUR;5.20;5.405;5.18;5.34;"26/08/2024 17:35";CET;196856;'1041229.35;5.34;26/08/2024
MAZARO;BE0974404361;MLMAZ;"Euronext Access Brussels";EUR;4.00;4.00;4.00;4.00;"22/07/2024 11:30";CET;280;1120.00;4.00;26/08/2024
MBWS;FR0000060873;MBWS;"Euronext Paris";EUR;3.90;3.91;3.90;3.91;"26/08/2024 17:35";CET;2359;9201.47;3.91;26/08/2024
"MBZ (Gen-Jce)";BE0010342609;-;"Euronext Expert Market";EUR;124.50;124.50;124.50;124.50;"'01/09/2015 11:30";CET;7;871.50;125.00;26/08/2024
MCDONALD'S;US5801351017;4MCD;EuroTLX;EUR;260.85;260.85;260.85;260.85;"23/08/2024 15:41";CET;3;782.55;259.50;26/08/2024
MCDONALD'S;US5801351017;1MCD;"Euronext Global Equity Market";EUR;258.45;260.25;258.45;258.85;"26/08/2024 17:14";CET;53;13719.25;259.30;26/08/2024
MCDONALD'S;US5801351017;2MCD;"Trading After Hours";EUR;247.05;247.05;247.05;247.05;"31/07/2024 18:39";CET;13;3211.65;247.05;31/07/2024
"MCEWEN MINING";US58039P3055;2MUX;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
"MCEWEN MINING";US58039P3055;4MUX;EuroTLX;EUR;9.75;9.75;9.75;9.75;"17/07/2024 09:37";CET;45;438.75;8.30;26/08/2024
"MCEWEN MINING";US58039P3055;1MUX;"Euronext Global Equity Market";EUR;9.50;9.50;9.50;9.50;"17/07/2024 14:10";CET;100;950.00;8.35;26/08/2024
"MCPHY ENERGY";FR0011742329;ALMCP;"Euronext Growth Paris";EUR;2.075;2.175;2.05;2.16;"26/08/2024 17:35";CET;32639;69277.44;2.16;26/08/2024
MECHELEN;BE0101614551;-;"Euronext Expert Market";EUR;105.00;105.00;105.00;105.00;"13/09/2022 11:30";CET;5;525.00;105.00;26/08/2024
"MEDESIS PHARMA";FR0010844464;ALMDP;"Euronext Growth Paris";EUR;'0.73;1.065;'0.714;1.065;"26/08/2024 17:23";CET;93249;82513.18;1.065;26/08/2024
"MEDIA 6";FR0000064404;EDI;"Euronext Paris";EUR;10.20;10.20;10.20;10.20;"22/08/2024 11:42";CET;59;601.80;10.20;26/08/2024
"MEDIA CAPITAL";PTGMC0AM0003;MCP;"Euronext Lisbon";EUR;1.20;1.20;1.20;1.20;"24/07/2024 20:30";BST;200;240.00;1.20;26/08/2024
"MEDIA LAB";IT0005324105;MLLAB;"Euronext Access Paris";EUR;1.10;1.10;1.10;1.10;"19/07/2024 11:30";CET;2576;2833.60;1.10;26/08/2024
MEDIANTECHNOLOGIES;FR0011049824;ALMDT;"Euronext Growth Paris";EUR;6.84;6.94;6.71;6.80;"26/08/2024 17:35";CET;138854;'944329.07;6.80;26/08/2024
MEDINCELL;FR0004065605;MEDCL;"Euronext Paris";EUR;18.08;18.24;17.92;18.02;"26/08/2024 17:35";CET;27735;'500386.52;18.02;26/08/2024
MEDIOBANCA;IT0000062957;2MB;"Trading After Hours";EUR;15.00;15.00;15.00;15.00;"31/07/2024 19:24";CET;1000;15000.00;15.00;31/07/2024
MEDIOBANCA;IT0000062957;MB;"Euronext Milan";EUR;14.995;15.02;14.885;14.965;"26/08/2024 17:35";CET;614106;'9184053.51;14.965;26/08/2024
MEDISTIM;NO0010159684;MEDI;"Oslo Børs";NOK;160.00;164.00;160.00;164.00;"26/08/2024 16:25";CET;68267;'11012043.50;164.00;26/08/2024
MEDTRONIC;IE00BTN1Y115;2MDT;"Trading After Hours";EUR;-;-;-;-;-;CET;-;-;-;-
MEDTRONIC;IE00BTN1Y115;1MDT;"Euronext Global Equity Market";EUR;79.32;80.54;79.32;80.54;"26/08/2024 16:21";CET;287;22785.58;80.29;26/08/2024
MEDTRONIC;IE00BTN1Y115;4MDT;EuroTLX;EUR;78.75;78.75;78.75;78.75;"22/08/2024 15:29";CET;75;5906.25;80.40;26/08/2024
MEGLIOQUESTO;IT0005450173;MQSPA;"Euronext Growth Milan";EUR;'0.218;'0.22;'0.212;'0.219;"18/03/2024 17:15";CET;31000;6740.91;'0.219;26/08/2024
